repeat,iteration,feature_selector,classification_model,best_model_n_features,selected_features,best_params,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,false_negative_test,false_positive_test
1,16,Logit,XGB,6,"Pattern_1885 (0.7001),Pattern_5359 (0.1055),Pattern_2482 (0.0625),Pattern_6333 (0.0606),Pattern_4720 (0.0466),Pattern_3024 (0.0248)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:6",0.7890625,0.7692307692307693,0.4878048780487805,0.5970149253731344,0.625,0.25,0.1,0.1428571428571428,"MSK2384,E67,E36,MSK812,MSK2649,E38,MSK1394,MSK2387,MSK2161","E43,GL18,E19"
2,16,Logit,XGB,10,"Pattern_4060 (0.2381),Pattern_6331 (0.2061),Pattern_6734 (0.1513),Pattern_4946 (0.1102),Pattern_4809 (0.0840),Pattern_1872 (0.0798),Pattern_6733 (0.0759),Pattern_6333 (0.0436),Pattern_4815 (0.0109),Pattern_4944 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:10",0.8515625,0.8235294117647058,0.6829268292682927,0.7466666666666667,0.5625,0.25,0.2,0.2222222222222222,"MSK2384,MSK812,MSK2649,E38,MSK1394,MSK2387,MSK2161,MSK2199","CDC336,E53,E19,E25,E9,E59"
3,16,Logit,XGB,10,"Pattern_2114 (0.4331),Pattern_4325 (0.1507),Pattern_6529 (0.1069),Pattern_6296 (0.0789),Pattern_6244 (0.0745),Pattern_5174 (0.0403),Pattern_6246 (0.0337),Pattern_6332 (0.0321),Pattern_3577 (0.0260),Pattern_2408 (0.0239)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:6,feature_selector__n_features:10",0.828125,0.9130434782608696,0.5121951219512195,0.6562499999999999,0.65625,0.4285714285714285,0.3,0.3529411764705882,"MSK2384,E36,MSK812,E38,MSK2387,MSK2161,MSK2199","UWM1206,E19,E57,E31"
1,17,Logit,XGB,10,"Pattern_6224 (0.5412),Pattern_6629 (0.1699),Pattern_4462 (0.1515),Pattern_3783 (0.0610),Pattern_5545 (0.0286),Pattern_6766 (0.0196),Pattern_5169 (0.0101),Pattern_5821 (0.0078),Pattern_5349 (0.0069),Pattern_616 (0.0033)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.78125,0.8421052631578947,0.3902439024390244,0.5333333333333333,0.5625,0.1666666666666666,0.1,0.125,"MSK490,CDC343,MSK1762,MSK2448,UWM1207,GL62,MSK802,MSK2107,MSK2387","E65,MSK1298,E73,E79,E50"
2,17,Logit,XGB,8,"Pattern_1699 (0.2504),Pattern_1832 (0.1427),Pattern_1612 (0.1279),Pattern_1629 (0.1238),Pattern_2724 (0.1159),Pattern_5285 (0.0972),Pattern_5273 (0.0804),Pattern_1419 (0.0618)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:8",0.8046875,0.9444444444444444,0.4146341463414634,0.576271186440678,0.75,0.75,0.3,0.4285714285714285,"MSK490,CDC343,MSK1762,UWM1207,MSK802,MSK2387,E30",MSK1090
3,17,Logit,XGB,4,"Pattern_6800 (0.4673),Pattern_5953 (0.4044),Pattern_5745 (0.0765),Pattern_4407 (0.0519)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.734375,0.8888888888888888,0.1951219512195122,0.32,0.5625,0.1666666666666666,0.1,0.125,"MSK490,CDC343,MSK1762,MSK2448,UWM1207,MSK802,MSK2107,MSK2387,E30","GL16,MSK1090,MSK815,E25,E59"
1,18,Logit,XGB,10,"Pattern_3026 (0.4758),Pattern_3678 (0.3753),Pattern_3251 (0.1140),Pattern_3005 (0.0157),Pattern_3918 (0.0072),Pattern_2474 (0.0040),Pattern_2180 (0.0032),Pattern_3390 (0.0025),Pattern_3917 (0.0024),Pattern_3179 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:6,feature_selector__n_features:10",0.8046875,0.9444444444444444,0.4146341463414634,0.576271186440678,0.65625,0.3333333333333333,0.1,0.1538461538461538,"MSK1762,MSK808,E67,E7,MSK810,MSK2384,MSK2640,CDC343,E34","MSK2386,MSK800"
2,18,Logit,XGB,10,"Pattern_5611 (0.1445),Pattern_6249 (0.1237),Pattern_1134 (0.1090),Pattern_6771 (0.1046),Pattern_4973 (0.1018),Pattern_5238 (0.0981),Pattern_943 (0.0972),Pattern_984 (0.0780),Pattern_6247 (0.0763),Pattern_5445 (0.0669)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.8203125,0.8214285714285714,0.5609756097560976,0.6666666666666667,0.59375,0.3333333333333333,0.3,0.3157894736842105,"MSK1762,MSK490,E67,E7,MSK2384,MSK2640,E34","MSK2386,E61,MSK809,E81,MSK2524,MSK2425"
3,18,Logit,XGB,10,"Pattern_5522 (0.2946),Pattern_6514 (0.2839),Pattern_5962 (0.1872),Pattern_3892 (0.0741),Pattern_3894 (0.0434),Pattern_2905 (0.0368),Pattern_1081 (0.0297),Pattern_6369 (0.0287),Pattern_4522 (0.0168),Pattern_6152 (0.0049)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.7890625,0.7916666666666666,0.4634146341463415,0.5846153846153846,0.59375,0.2857142857142857,0.2,0.2352941176470588,"MSK1762,MSK490,MSK808,E67,MSK810,MSK2384,MSK2640,CDC343","MSK809,E6,MSK1324,UWM1196,MSK2425"
1,19,Logit,XGB,8,"Pattern_6572 (0.3345),Pattern_4484 (0.2062),Pattern_3827 (0.1789),Pattern_1492 (0.1369),Pattern_2537 (0.1237),Pattern_6771 (0.0079),Pattern_5819 (0.0074),Pattern_2690 (0.0045)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:8",0.765625,0.6486486486486487,0.5853658536585366,0.6153846153846153,0.65625,0.4285714285714285,0.3,0.3529411764705882,"MSK2640,E46,MSK2389,MSK2057,MSK2107,GL29,MSK314","E40,MSK1258,MSK811,MSK2124"
2,19,Logit,XGB,2,"Pattern_5450 (0.7541),Pattern_1522 (0.2459)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.734375,0.64,0.3902439024390244,0.4848484848484848,0.59375,0.2857142857142857,0.2,0.2352941176470588,"E36,MSK2640,UWM1207,E46,MSK2389,GL29,MSK314,CDC343","MSK923,CDC336,MSK1258,MSK1090,MSK2124"
3,19,Logit,XGB,8,"Pattern_3721 (0.2130),Pattern_4458 (0.1561),Pattern_2924 (0.1511),Pattern_6177 (0.1177),Pattern_6224 (0.1093),Pattern_1057 (0.0980),Pattern_5152 (0.0822),Pattern_1558 (0.0727)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:8",0.7890625,0.7916666666666666,0.4634146341463415,0.5846153846153846,0.59375,0.2,0.1,0.1333333333333333,"E36,MSK2640,UWM1207,MSK2389,MSK2057,MSK2107,GL29,MSK314,CDC343","E40,E78,E25,E50"
1,20,Logit,XGB,10,"Pattern_3225 (0.5939),Pattern_2050 (0.1703),Pattern_3622 (0.1149),Pattern_2031 (0.0425),Pattern_2638 (0.0227),Pattern_4115 (0.0123),Pattern_1550 (0.0122),Pattern_2996 (0.0112),Pattern_2605 (0.0100),Pattern_2369 (0.0100)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.7890625,0.8888888888888888,0.3902439024390244,0.5423728813559323,0.6875,0.5,0.2,0.2857142857142857,"CDC344,UWM1199,MSK807,E5,UWM1207,MSK1394,E67,E34","MSK2124,MSK850"
2,20,Logit,XGB,4,"Pattern_3391 (0.9508),Pattern_1306 (0.0237),Pattern_5005 (0.0194),Pattern_2677 (0.0062)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:4",0.7578125,0.8571428571428571,0.2926829268292683,0.4363636363636364,0.6875,0.5,0.1,0.1666666666666666,"GL79,CDC344,UWM1199,MSK807,MSK2389,UWM1207,MSK1394,E67,E34",UWM1204
3,20,Logit,XGB,6,"Pattern_4759 (0.4123),Pattern_6428 (0.3056),Pattern_5004 (0.1298),Pattern_6652 (0.0778),Pattern_5880 (0.0574),Pattern_6557 (0.0171)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:6",0.75,0.6666666666666666,0.4390243902439024,0.5294117647058824,0.4375,0.0,0.0,0.0,"GL79,CDC344,UWM1199,MSK807,MSK2389,E5,UWM1207,MSK1394,E67,E34","E35,E51,CDC338,MSK2234,UWM1195,MSK2386,MSK2124,MSK811"
1,21,Logit,XGB,10,"Pattern_5906 (0.4365),Pattern_3075 (0.2046),Pattern_6244 (0.0888),Pattern_4601 (0.0758),Pattern_6111 (0.0644),Pattern_6637 (0.0504),Pattern_5800 (0.0467),Pattern_6240 (0.0139),Pattern_6239 (0.0135),Pattern_805 (0.0053)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:6,feature_selector__n_features:10",0.8046875,0.7666666666666667,0.5609756097560976,0.6478873239436621,0.8125,0.8333333333333334,0.5,0.625,"MSK2199,E54,E32,E30,MSK799",MSK800
2,21,Logit,XGB,10,"Pattern_1889 (0.4678),Pattern_6680 (0.1449),Pattern_3415 (0.0813),Pattern_3029 (0.0552),Pattern_3174 (0.0519),Pattern_2371 (0.0463),Pattern_4678 (0.0456),Pattern_2870 (0.0387),Pattern_5937 (0.0364),Pattern_6331 (0.0320)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:10",0.84375,0.8,0.6829268292682927,0.736842105263158,0.4375,0.1666666666666666,0.2,0.1818181818181818,"MSK624,MSK1762,MSK2199,E54,MSK1119,E30,E67,MSK799","E56,E14,E61,E6,E53,MSK800,E73,E50,UWM1198,CDC337"
3,21,Logit,XGB,10,"Pattern_3051 (0.3253),Pattern_1900 (0.2890),Pattern_3298 (0.0805),Pattern_1686 (0.0601),Pattern_1696 (0.0545),Pattern_5156 (0.0525),Pattern_2986 (0.0391),Pattern_4065 (0.0372),Pattern_5543 (0.0361),Pattern_3067 (0.0256)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.8125,0.8148148148148148,0.5365853658536586,0.6470588235294118,0.59375,0.2,0.1,0.1333333333333333,"MSK624,MSK1762,MSK2199,E54,E32,E30,E67,MSK803,MSK799","E66,E6,GL28,MSK250"
1,22,Logit,XGB,2,"Pattern_1752 (0.6664),Pattern_2962 (0.3336)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.7109375,0.5769230769230769,0.3658536585365853,0.4477611940298507,0.75,0.75,0.3,0.4285714285714285,"GL62,E36,GL122,E38,UWM1199,UWM1207,MSK2162",MSK247
2,22,Logit,XGB,2,"Pattern_2170 (0.5162),Pattern_5157 (0.4838)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.7578125,0.7083333333333334,0.4146341463414634,0.523076923076923,0.625,0.25,0.1,0.1428571428571428,"GL62,MSK314,E36,GL122,MSK2057,E38,UWM1199,MSK2162,MSK808","MSK247,E24,E52"
3,22,Logit,XGB,4,"Pattern_632 (0.4507),Pattern_3899 (0.3347),Pattern_1254 (0.1675),Pattern_3900 (0.0470)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:4",0.703125,0.56,0.3414634146341463,0.4242424242424242,0.46875,0.0,0.0,0.0,"GL62,MSK314,E36,GL122,MSK2057,E38,UWM1199,UWM1207,MSK2162,MSK808","E61,E11,MSK844,E42,E13,UWM1198,MSK814"
1,23,Logit,XGB,8,"Pattern_2974 (0.2071),Pattern_2889 (0.1777),Pattern_1755 (0.1571),Pattern_6243 (0.1336),Pattern_6241 (0.1245),Pattern_2484 (0.0837),Pattern_1451 (0.0722),Pattern_6770 (0.0443)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:8",0.7890625,0.6944444444444444,0.6097560975609756,0.6493506493506495,0.4375,0.1,0.1,0.1,"E67,MSK808,MSK1015,MSK2649,FM14,E34,MSK1119,MSK1394,MSK2384","CDC340,E33,E15,E14,MSK1090,MSK1286,MSK247,MSK804,MSK925"
2,23,Logit,XGB,8,"Pattern_5079 (0.5055),Pattern_6771 (0.2312),Pattern_5279 (0.1062),Pattern_4722 (0.0729),Pattern_839 (0.0515),Pattern_2881 (0.0162),Pattern_4017 (0.0099),Pattern_4719 (0.0065)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:8",0.75,0.7647058823529411,0.3170731707317073,0.4482758620689655,0.6875,0.5,0.2,0.2857142857142857,"E67,MSK808,E30,MSK1015,MSK2649,E34,MSK1119,MSK1394","E14,MSK247"
3,23,Logit,XGB,10,"Pattern_1831 (0.4447),Pattern_6676 (0.4295),Pattern_3087 (0.0938),Pattern_2563 (0.0094),Pattern_4297 (0.0061),Pattern_5155 (0.0050),Pattern_6612 (0.0046),Pattern_2408 (0.0034),Pattern_6611 (0.0025),Pattern_1506 (0.0009)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.84375,1.0,0.5121951219512195,0.6774193548387097,0.625,0.25,0.1,0.1428571428571428,"E67,MSK808,E30,MSK1015,MSK2649,FM14,E34,MSK1119,MSK2384","MSK1666,E33,MSK925"
1,24,Logit,XGB,10,"Pattern_4606 (0.2522),Pattern_5971 (0.1846),Pattern_4136 (0.1413),Pattern_6436 (0.1094),Pattern_4352 (0.0918),Pattern_1253 (0.0719),Pattern_5496 (0.0632),Pattern_2724 (0.0518),Pattern_878 (0.0229),Pattern_4836 (0.0110)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:10",0.8046875,0.7666666666666667,0.5609756097560976,0.6478873239436621,0.75,1.0,0.2,0.3333333333333333,"MSK799,E36,MSK2161,GL105,E7,UWM1207,GL122,E34",
2,24,Logit,XGB,10,"Pattern_5445 (0.2104),Pattern_4845 (0.1759),Pattern_6078 (0.1431),Pattern_5506 (0.1108),Pattern_6299 (0.1041),Pattern_1353 (0.0824),Pattern_4485 (0.0598),Pattern_6302 (0.0579),Pattern_2648 (0.0556),Pattern_1227 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:10",0.7734375,0.8,0.3902439024390244,0.5245901639344263,0.46875,0.1111111111111111,0.1,0.1052631578947368,"MSK799,MSK2094,E36,MSK1015,MSK2161,GL105,E7,UWM1207,E34","E9,E68,E44,E43,E4,E64,E60,E71"
3,24,Logit,XGB,10,"Pattern_3350 (0.2840),Pattern_3364 (0.1841),Pattern_5510 (0.1169),Pattern_4719 (0.0879),Pattern_3935 (0.0652),Pattern_2143 (0.0630),Pattern_2881 (0.0609),Pattern_4140 (0.0525),Pattern_6341 (0.0488),Pattern_2170 (0.0367)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:6,feature_selector__n_features:10",0.8125,0.7931034482758621,0.5609756097560976,0.6571428571428573,0.53125,0.1428571428571428,0.1,0.1176470588235294,"MSK799,MSK2094,E36,MSK1015,MSK2161,GL105,UWM1207,GL122,E34","MSK850,CDC337,E44,E59,E43,E4"
1,25,Logit,XGB,10,"Pattern_2139 (0.4604),Pattern_3364 (0.3437),Pattern_5478 (0.0957),Pattern_4091 (0.0778),Pattern_5227 (0.0093),Pattern_6357 (0.0041),Pattern_6335 (0.0036),Pattern_4505 (0.0029),Pattern_6333 (0.0024),Pattern_3344 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:6,feature_selector__n_features:10",0.8046875,0.8076923076923077,0.5121951219512195,0.6268656716417911,0.65625,0.4285714285714285,0.3,0.3529411764705882,"MSK795,E34,MSK1762,MSK2384,E30,MSK812,MSK799","MSK1286,E47,MSK250,UWM1204"
2,25,Logit,XGB,8,"Pattern_2410 (0.7147),Pattern_3995 (0.0580),Pattern_1833 (0.0521),Pattern_1046 (0.0426),Pattern_1872 (0.0373),Pattern_4368 (0.0344),Pattern_1596 (0.0315),Pattern_6421 (0.0294)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:8",0.7890625,0.8888888888888888,0.3902439024390244,0.5423728813559323,0.6875,0.5,0.2,0.2857142857142857,"MSK2448,CDC343,E34,MSK1762,MSK2384,MSK812,MSK2387,MSK799","MSK811,E18"
3,25,Logit,XGB,10,"Pattern_5163 (0.3814),Pattern_4226 (0.1795),Pattern_5773 (0.0971),Pattern_4044 (0.0881),Pattern_6347 (0.0698),Pattern_1419 (0.0493),Pattern_2497 (0.0424),Pattern_467 (0.0410),Pattern_2393 (0.0399),Pattern_6458 (0.0114)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:10",0.7890625,0.8181818181818182,0.4390243902439024,0.5714285714285715,0.53125,0.0,0.0,0.0,"MSK2448,MSK795,CDC343,E34,MSK1762,MSK2384,E30,MSK812,MSK2387,MSK799","MSK2413,E53,MSK814,MSK811,MSK2406"
1,26,Logit,XGB,2,"Pattern_4876 (0.5847),Pattern_4031 (0.4153)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.7265625,0.5882352941176471,0.4878048780487805,0.5333333333333332,0.4375,0.0,0.0,0.0,"MSK2162,E67,MSK802,MSK2094,GL105,MSK624,UWM1207,MSK1015,MSK2191,MSK2057","E57,E35,E12,CDC339,MSK2406,GL16,MSK2413,MSK815"
